source_db_path,target_db_path,output_path,comparison_number,status,match_count,error_message,duration_seconds,peak_memory_mb,early_escape_detected
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/290_محمد_بن_الحسن_بصائر_الدرجات_copy1.db,./output/matches_290_محمد_بن_الحسن_بصائر_الدرجات_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,80,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/300_الحميري_القمي_قرب_الاسناد_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_300_الحميري_القمي_قرب_الاسناد_copy1.jsonl,81,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/320_محمد_بن_مسعود_تفسير_العياشي_copy1.db,./output/matches_320_محمد_بن_مسعود_تفسير_العياشي_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,82,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/329_الشيخ_الكليني_الكافي_copy1.db,./output/matches_329_الشيخ_الكليني_الكافي_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,83,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_الأمالي_copy1.db,./output/matches_381_الشيخ_الصدوق_الأمالي_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,84,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_الخصال_copy1.db,./output/matches_381_الشيخ_الصدوق_الخصال_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,85,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_المقنع_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_381_الشيخ_الصدوق_المقنع_copy1.jsonl,86,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_الهداية_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_381_الشيخ_الصدوق_الهداية_copy1.jsonl,87,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_علل_الشرائع_copy1.db,./output/matches_381_الشيخ_الصدوق_علل_الشرائع_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,88,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_عيون_أخبار_الرضا_(ع)_copy1.db,./output/matches_381_الشيخ_الصدوق_عيون_أخبار_الرضا_(ع)_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,89,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_معاني_الأخبار_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_381_الشيخ_الصدوق_معاني_الأخبار_copy1.jsonl,90,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_من_لا_يحضره_الفقيه_copy1.db,./output/matches_381_الشيخ_الصدوق_من_لا_يحضره_الفقيه_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,91,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/40_خطب_الإمام_علي_نهج_البلاغة_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_40_خطب_الإمام_علي_نهج_البلاغة_copy1.jsonl,92,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/413_الشيخ_المفيد_الأمالي_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_413_الشيخ_المفيد_الأمالي_copy1.jsonl,93,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/413_الشيخ_المفيد_الاختصاص_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_413_الشيخ_المفيد_الاختصاص_copy1.jsonl,94,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/436_السيد_المرتضى_الذريعة_(أصول_فقه)_copy1.db,./output/matches_436_السيد_المرتضى_الذريعة_(أصول_فقه)_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,95,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_الاستبصار_copy1.db,./output/matches_460_الشيخ_الطوسي_الاستبصار_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,96,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_التبيان_copy1.db,./output/matches_460_الشيخ_الطوسي_التبيان_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,97,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_تهذيب_الأحكام_copy1.db,./output/matches_460_الشيخ_الطوسي_تهذيب_الأحكام_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,98,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_عدة_الأصول_(ط.ق)_copy1.db,./output/matches_460_الشيخ_الطوسي_عدة_الأصول_(ط.ق)_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,99,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 1_تحقيق_محمد_باقر_كتاب_سليم_بن_قيس_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 1_تحقيق_محمد_باقر_كتاب_سليم_بن_قيس_copy1.jsonl,100,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 2-3_رواية_كبار_المحدثين_تاريخ_أهل_البيت_(ع)_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 2-3_رواية_كبار_المحدثين_تاريخ_أهل_البيت_(ع)_copy1.jsonl,101,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 2_ابن_الإمام_جعفر_مسائل_علي_بن_جعفر_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 2_ابن_الإمام_جعفر_مسائل_علي_بن_جعفر_copy1.jsonl,102,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 2_عدة_محدثين_الأصول_الستة_عشر_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 2_عدة_محدثين_الأصول_الستة_عشر_copy1.jsonl,103,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 3_مؤلف_مجهول_أخبار_الدولة_العباسية_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 3_مؤلف_مجهول_أخبار_الدولة_العباسية_copy1.jsonl,104,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_ابن_شعبة_الحراني_تحف_العقول_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 4_ابن_شعبة_الحراني_تحف_العقول_copy1.jsonl,105,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_محمد_بن_جرير_المسترشد_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 4_محمد_بن_جرير_المسترشد_copy1.jsonl,106,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_محمد_بن_جرير_دلائل_الامامة_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 4_محمد_بن_جرير_دلائل_الامامة_copy1.jsonl,107,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_محمد_بن_جرير_نوادر_المعجزات_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 4_محمد_بن_جرير_نوادر_المعجزات_copy1.jsonl,108,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 5_الحلواني_نزهة_الناظر_وتنبيه_الخاطر_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 5_الحلواني_نزهة_الناظر_وتنبيه_الخاطر_copy1.jsonl,109,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 6_عبد_الوهاب_شرح_كلمات_أمير_المؤمنين_علي_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 6_عبد_الوهاب_شرح_كلمات_أمير_المؤمنين_علي_copy1.jsonl,110,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 6_علي_بن_محمد_عيون_الحكم_والمواعظ_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 6_علي_بن_محمد_عيون_الحكم_والمواعظ_copy1.jsonl,111,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 6_قطب_الدين_البيهقي_إصباح_الشيعة_بمصباح_الشريعة_copy1.db,./output/matches_ق 6_قطب_الدين_البيهقي_إصباح_الشيعة_بمصباح_الشريعة_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,112,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 7_علي_الطبرسي_مشكاة_الأنوار_copy1.db,./output/matches_285_إبراهيم_الحربي_غريب_الحديث_copy1_ق 7_علي_الطبرسي_مشكاة_الأنوار_copy1.jsonl,113,pending,,,,,
./ngrams/source/285_إبراهيم_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ن329_علي_بن_إبراهيم_تفسير_القمي_copy1.db,./output/matches_ن329_علي_بن_إبراهيم_تفسير_القمي_copy1_285_إبراهيم_الحربي_غريب_الحديث_copy1.jsonl,114,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/148_أبو_حمزة_الثمالي_تفسير_أبي_حمزة_الثمالي_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_148_أبو_حمزة_الثمالي_تفسير_أبي_حمزة_الثمالي_copy1.jsonl,115,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/260_المنسوب_إلى_الإمام_تفسير_الإمام_العسكري_(ع)_copy1.db,./output/matches_260_المنسوب_إلى_الإمام_تفسير_الإمام_العسكري_(ع)_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,116,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/274_أحمد_بن_محمد_المحاسن_copy1.db,./output/matches_274_أحمد_بن_محمد_المحاسن_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,117,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/290_محمد_بن_الحسن_بصائر_الدرجات_copy1.db,./output/matches_290_محمد_بن_الحسن_بصائر_الدرجات_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,118,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/300_الحميري_القمي_قرب_الاسناد_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_300_الحميري_القمي_قرب_الاسناد_copy1.jsonl,119,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/320_محمد_بن_مسعود_تفسير_العياشي_copy1.db,./output/matches_320_محمد_بن_مسعود_تفسير_العياشي_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,120,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/329_الشيخ_الكليني_الكافي_copy1.db,./output/matches_329_الشيخ_الكليني_الكافي_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,121,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_الأمالي_copy1.db,./output/matches_381_الشيخ_الصدوق_الأمالي_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,122,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_الخصال_copy1.db,./output/matches_381_الشيخ_الصدوق_الخصال_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,123,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_المقنع_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_381_الشيخ_الصدوق_المقنع_copy1.jsonl,124,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_الهداية_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_381_الشيخ_الصدوق_الهداية_copy1.jsonl,125,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_علل_الشرائع_copy1.db,./output/matches_381_الشيخ_الصدوق_علل_الشرائع_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,126,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_عيون_أخبار_الرضا_(ع)_copy1.db,./output/matches_381_الشيخ_الصدوق_عيون_أخبار_الرضا_(ع)_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,127,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_معاني_الأخبار_copy1.db,./output/matches_381_الشيخ_الصدوق_معاني_الأخبار_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,128,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/381_الشيخ_الصدوق_من_لا_يحضره_الفقيه_copy1.db,./output/matches_381_الشيخ_الصدوق_من_لا_يحضره_الفقيه_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,129,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/40_خطب_الإمام_علي_نهج_البلاغة_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_40_خطب_الإمام_علي_نهج_البلاغة_copy1.jsonl,130,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/413_الشيخ_المفيد_الأمالي_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_413_الشيخ_المفيد_الأمالي_copy1.jsonl,131,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/413_الشيخ_المفيد_الاختصاص_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_413_الشيخ_المفيد_الاختصاص_copy1.jsonl,132,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/436_السيد_المرتضى_الذريعة_(أصول_فقه)_copy1.db,./output/matches_436_السيد_المرتضى_الذريعة_(أصول_فقه)_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,133,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_الاستبصار_copy1.db,./output/matches_460_الشيخ_الطوسي_الاستبصار_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,134,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_التبيان_copy1.db,./output/matches_460_الشيخ_الطوسي_التبيان_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,135,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_تهذيب_الأحكام_copy1.db,./output/matches_460_الشيخ_الطوسي_تهذيب_الأحكام_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,136,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/460_الشيخ_الطوسي_عدة_الأصول_(ط.ق)_copy1.db,./output/matches_460_الشيخ_الطوسي_عدة_الأصول_(ط.ق)_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,137,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 1_تحقيق_محمد_باقر_كتاب_سليم_بن_قيس_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 1_تحقيق_محمد_باقر_كتاب_سليم_بن_قيس_copy1.jsonl,138,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 2-3_رواية_كبار_المحدثين_تاريخ_أهل_البيت_(ع)_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 2-3_رواية_كبار_المحدثين_تاريخ_أهل_البيت_(ع)_copy1.jsonl,139,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 2_ابن_الإمام_جعفر_مسائل_علي_بن_جعفر_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 2_ابن_الإمام_جعفر_مسائل_علي_بن_جعفر_copy1.jsonl,140,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 2_عدة_محدثين_الأصول_الستة_عشر_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 2_عدة_محدثين_الأصول_الستة_عشر_copy1.jsonl,141,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 3_مؤلف_مجهول_أخبار_الدولة_العباسية_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 3_مؤلف_مجهول_أخبار_الدولة_العباسية_copy1.jsonl,142,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_ابن_شعبة_الحراني_تحف_العقول_copy1.db,./output/matches_ق 4_ابن_شعبة_الحراني_تحف_العقول_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,143,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_محمد_بن_جرير_المسترشد_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 4_محمد_بن_جرير_المسترشد_copy1.jsonl,144,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_محمد_بن_جرير_دلائل_الامامة_copy1.db,./output/matches_ق 4_محمد_بن_جرير_دلائل_الامامة_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,145,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 4_محمد_بن_جرير_نوادر_المعجزات_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 4_محمد_بن_جرير_نوادر_المعجزات_copy1.jsonl,146,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 5_الحلواني_نزهة_الناظر_وتنبيه_الخاطر_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 5_الحلواني_نزهة_الناظر_وتنبيه_الخاطر_copy1.jsonl,147,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 6_عبد_الوهاب_شرح_كلمات_أمير_المؤمنين_علي_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 6_عبد_الوهاب_شرح_كلمات_أمير_المؤمنين_علي_copy1.jsonl,148,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 6_علي_بن_محمد_عيون_الحكم_والمواعظ_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 6_علي_بن_محمد_عيون_الحكم_والمواعظ_copy1.jsonl,149,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 6_قطب_الدين_البيهقي_إصباح_الشيعة_بمصباح_الشريعة_copy1.db,./output/matches_ق 6_قطب_الدين_البيهقي_إصباح_الشيعة_بمصباح_الشريعة_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,150,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ق 7_علي_الطبرسي_مشكاة_الأنوار_copy1.db,./output/matches_285_الحربي_غريب_الحديث_copy1_ق 7_علي_الطبرسي_مشكاة_الأنوار_copy1.jsonl,151,pending,,,,,
./ngrams/source/285_الحربي_غريب_الحديث_copy1.db,./ngrams/target/ن329_علي_بن_إبراهيم_تفسير_القمي_copy1.db,./output/matches_ن329_علي_بن_إبراهيم_تفسير_القمي_copy1_285_الحربي_غريب_الحديث_copy1.jsonl,152,pending,,,,,
./ngrams/source/388_الخطابي_غريب_الحديث_copy1.db,./ngrams/target/148_أبو_حمزة_الثمالي_تفسير_أبي_حمزة_الثمالي_copy1.db,./output/matches_388_الخطابي_غريب_الحديث_copy1_148_أبو_حمزة_الثمالي_تفسير_أبي_حمزة_الثمالي_copy1.jsonl,153,pending,,,,,
./ngrams/source/388_الخطابي_غريب_الحديث_copy1.db,./ngrams/target/260_المنسوب_إلى_الإمام_تفسير_الإمام_العسكري_(ع)_copy1.db,./output/matches_388_الخطابي_غريب_الحديث_copy1_260_المنسوب_إلى_الإمام_تفسير_الإمام_العسكري_(ع)_copy1.jsonl,154,pending,,,,,
./ngrams/source/388_الخطابي_غريب_الحديث_copy1.db,./ngrams/target/274_أحمد_بن_محمد_المحاسن_copy1.db,./output/matches_388_الخطابي_غريب_الحديث_copy1_274_أحمد_بن_محمد_المحاسن_copy1.jsonl,155,pending,,,,,
./ngrams/source/388_الخطابي_غريب_الحديث_copy1.db,./ngrams/target/290_محمد_بن_الحسن_بصائر_الدرجات_copy1.db,./output/matches_388_الخطابي_غريب_الحديث_copy1_290_محمد_بن_الحسن_بصائر_الدرجات_copy1.jsonl,156,pending,,,,,
./ngrams/source/388_الخطابي_غريب_الحديث_copy1.db,./ngrams/target/300_الحميري_القمي_قرب_الاسناد_copy1.db,./output/matches_388_الخطابي_غريب_الحديث_copy1_300_الحميري_القمي_قرب_الاسناد_copy1.jsonl,157,pending,,,,,
./ngrams/source/388_الخطابي_غريب_الحديث_copy1.db,./ngrams/target/320_محمد_بن_مسعود_تفسير_العياشي_copy1.db,./output/matches_388_الخطابي_غريب_الحديث_copy1_320_محمد_بن_مسعود_تفسير_العياشي_copy1.jsonl,158,pending,,,,,
./ngrams/source/388_الخطابي_غريب_الحديث_copy1.db,./ngrams/target/329_الشيخ_الكليني_الكافي_copy1.db,./output/matches_329_الشيخ_الكليني_الكافي_copy1_388_الخطابي_غريب_الحديث_copy1.jsonl,159,pending,,,,,
